,Откуда,Город отправления,Куда,Город назначения,Цена
1264,Беларусь,Минск,США,Глазго,None
1265,Беларусь,Минск,США,Су‑Сити,None
1266,Беларусь,Минск,США,Пеория,None
1267,Беларусь,Минск,США,Керксвилл,None
1268,Беларусь,Минск,США,Огденсберг,None
1269,Беларусь,Минск,США,Вернал,None
1270,Беларусь,Минск,США,Колумбус,None
1271,Беларусь,Минск,США,Льюистон,None
1272,Беларусь,Минск,США,Пойнт‑Хоуп,None
1273,Беларусь,Минск,США,Форт‑Смит,None
1274,Беларусь,Минск,США,Коюк,None
1275,Беларусь,Минск,США,Биллингс,None
1276,Беларусь,Минск,США,Хоолехуа,None
1277,Беларусь,Минск,США,Грин‑Бэй,None
1278,Беларусь,Минск,США,Джонсборо,None
1279,Беларусь,Минск,США,Флоренс,None
1280,Беларусь,Минск,США,Твин‑Фолс,None
1281,Беларусь,Минск,США,Гарден‑Сити,None
1282,Беларусь,Минск,США,Хоббс,None
1283,Беларусь,Минск,США,Уналаклит,None
1284,Беларусь,Минск,США,Вейл,None
1285,Беларусь,Минск,США,Густавус,None
1286,Беларусь,Минск,США,Роанок,None
1287,Беларусь,Минск,США,Молин,None
1288,Беларусь,Минск,США,Дикинсон,None
1289,Беларусь,Минск,США,Манисти,None
1290,Беларусь,Минск,США,Кортес,None
1291,Беларусь,Минск,США,Либерал,None
1292,Беларусь,Минск,США,Хуслия,None
1293,Беларусь,Минск,США,Лебанон,None
1294,Беларусь,Минск,США,Розуэлл,None
1295,Беларусь,Минск,США,Буллхед‑Сити,None
1296,Беларусь,Минск,США,Брейнерд,None
1297,Беларусь,Минск,США,Бемиджи,None
1298,Беларусь,Минск,США,Тьюпело,None
1299,Беларусь,Минск,США,Джеймстаун,None
1300,Беларусь,Минск,США,Ла‑Кросс,None
1301,Беларусь,Минск,США,Атмаутлуак,None
1302,Беларусь,Минск,США,Бакленд,None
1303,Беларусь,Минск,США,Грейлинг,None
1304,Беларусь,Минск,США,Санта‑Мария,None
1305,Беларусь,Минск,США,Мекорьюк,None
1306,Беларусь,Минск,США,Бревиг‑Мишен,None
1307,Беларусь,Минск,США,Каспер,None
1308,Беларусь,Минск,США,Силвер‑Сити,None
1309,Беларусь,Минск,США,Толидо,None
1310,Беларусь,Минск,США,Сэнд‑Пойнт,None
1311,Беларусь,Минск,США,Уэстчестер,None
1312,Беларусь,Минск,США,Сагино,None
1313,Беларусь,Минск,США,Сент‑Мэрис,None
1314,Беларусь,Минск,США,Хейден,None
1315,Беларусь,Минск,США,Нантакет,None
1316,Беларусь,Минск,США,Оуэнсборо,None
1317,Беларусь,Минск,США,Хейс,None
1318,Беларусь,Минск,США,Найтмьют,None
1319,Беларусь,Минск,США,Прово,None
1320,Беларусь,Минск,США,Лонгвью,None
1321,Беларусь,Минск,США,Падука,None
1322,Беларусь,Минск,США,Тексаркана,None
1323,Беларусь,Минск,США,Барроу,None
1324,Беларусь,Минск,США,Клавок,None
1325,Беларусь,Минск,США,Пуэбло,None
1326,Беларусь,Минск,США,Пулман,None
1327,Беларусь,Минск,США,Покателло,None
1328,Беларусь,Минск,США,Кетчикан,None
1329,Беларусь,Минск,США,Сент‑Пол,None
1330,Беларусь,Минск,США,Веро‑Бич,None
1331,Беларусь,Минск,США,Айлип,None
1332,Беларусь,Минск,США,Маркетт,None
1333,Беларусь,Минск,США,Колледж-Стейшен,None
1334,Беларусь,Минск,США,Пендлтон,None
1335,Беларусь,Минск,США,Спрингфилд,None
1336,Беларусь,Минск,США,Диринг,None
1337,Беларусь,Минск,США,Прадо‑Бэй,None
1338,Беларусь,Минск,США,Джексон,None
1339,Беларусь,Минск,США,Шактулик,None
1340,Беларусь,Минск,США,Аткасук,None
1341,Беларусь,Минск,США,Юма,None
1342,Беларусь,Минск,США,Ниагара‑Фолс,None
1343,Беларусь,Минск,США,Тетерборо,None
1344,Беларусь,Минск,США,Ларедо,None
1345,Беларусь,Минск,США,Бингемтон,None
1346,Беларусь,Минск,США,Траверс‑Сити,None
1347,Беларусь,Минск,США,Бекли,None
1348,Беларусь,Минск,США,Куинхагак,None
1349,Беларусь,Минск,США,Ньюбург,None
1350,Беларусь,Минск,США,Карлсбад,None
1351,Беларусь,Минск,США,Гринсборо,None
1352,Беларусь,Минск,США,Стилуотер,None
1353,Беларусь,Минск,США,Бетел,None
1354,Беларусь,Минск,США,Гаррисон,None
1355,Беларусь,Минск,США,Хэйворд,None
1356,Беларусь,Минск,США,Коханок,None
1357,Беларусь,Минск,США,Лансинг,None
1358,Беларусь,Минск,США,Айронвуд,None
1359,Беларусь,Минск,США,Шоу‑Лоу,None
1360,Беларусь,Минск,США,Уильямспорт,None
1361,Беларусь,Минск,США,Коцебу,None
1362,Беларусь,Минск,США,Элим,None
1363,Беларусь,Минск,США,Итака,None
1364,Беларусь,Минск,США,Калтаг,None
1365,Беларусь,Минск,США,Мейсон‑Сити,None
1366,Беларусь,Минск,США,Калскаг,None
1367,Беларусь,Минск,США,Льюисберг,None
1368,Беларусь,Минск,США,Уиллистон,None
1369,Беларусь,Минск,США,Фармингтон,None
1370,Беларусь,Минск,США,Монтгомери,None
1371,Беларусь,Минск,США,Якима,None
1372,Беларусь,Минск,США,Дель‑Рио,None
1373,Беларусь,Минск,США,Тайлер,None
1374,Беларусь,Минск,США,Конгиганак,None
1375,Беларусь,Минск,США,Калиспелл,None
1376,Беларусь,Минск,США,Бристоль,None
1377,Беларусь,Минск,США,Алаканук,None
1378,Беларусь,Минск,США,Линчбург,None
1379,Беларусь,Минск,США,Сидар‑Сити,None
1380,Беларусь,Минск,США,Мэрион,None
1381,Беларусь,Минск,США,Алпина,None
1382,Беларусь,Минск,США,Селавик,None
1383,Беларусь,Минск,США,Пунта‑Горда,None
1384,Беларусь,Минск,США,Алтуна,None
1385,Беларусь,Минск,США,Моргантаун,None
1386,Беларусь,Минск,США,Санта‑Роза,None
1387,Беларусь,Минск,США,Тиф‑Ривер-Фолс,None
1388,Беларусь,Минск,США,Хейнс,None
1389,Беларусь,Минск,США,Головин,None
1390,Беларусь,Минск,США,Уотертаун,None
1391,Беларусь,Минск,США,Девилс‑Лейк,None
1392,Беларусь,Минск,США,Колорадо-Спрингс,None
1393,Беларусь,Минск,США,Ривертон,None
1394,Беларусь,Минск,США,Платтсбург,None
1395,Беларусь,Минск,США,Эсканаба,None
1396,Беларусь,Минск,США,Чуатбалук,None
1397,Беларусь,Минск,США,Нулато,None
1398,Беларусь,Минск,США,Капалуа,None
1399,Беларусь,Минск,США,Франклин,None
1400,Беларусь,Минск,США,Пойнт‑Лей,None
1401,Беларусь,Минск,США,Кенай,None
1402,Беларусь,Минск,США,Браунсвилл,None
1403,Беларусь,Минск,США,Фейетвилл,None
1404,Беларусь,Минск,США,Хавр,None
1405,Беларусь,Минск,США,Элко,None
1406,Беларусь,Минск,США,Масл‑Шолс,None
1407,Беларусь,Минск,США,Су‑Фолс,None
1408,Беларусь,Минск,США,Хантингтон,None
1409,Беларусь,Минск,США,Мак‑Аллен,None
1410,Беларусь,Минск,США,Истсаунд,None
1411,Беларусь,Минск,США,Нью‑Берн,None
1412,Беларусь,Минск,США,Маунтин-Виллидж,None
1413,Беларусь,Минск,США,Хьюз,None
1414,Беларусь,Минск,США,Котлик,None
1415,Беларусь,Минск,США,Чевак,None
1416,Беларусь,Минск,США,Эгиджик,None
1417,Беларусь,Минск,США,Уэйлс,None
1418,Беларусь,Минск,США,Уилкс‑Барре,None
1419,Беларусь,Минск,США,Хилтон-Хед-Айленд,None
1420,Беларусь,Минск,США,Олбани,None
1421,Беларусь,Минск,США,Эвансвилл,None
1422,Беларусь,Минск,США,Ноксвилл,None
1423,Беларусь,Минск,США,Хайдаберг,None
1424,Беларусь,Минск,США,Кайана,None
1425,Беларусь,Минск,США,Абердин,None
1426,Беларусь,Минск,США,Харлинген,None
1427,Беларусь,Минск,США,Кивалина,None
1428,Беларусь,Минск,США,Хомер,None
1429,Беларусь,Минск,США,Арката,None
1430,Беларусь,Минск,США,Элмайра,None
1431,Беларусь,Минск,США,Вулф‑Пойнт,None
1432,Беларусь,Минск,США,Дестин,None
1433,Беларусь,Минск,США,Брэдфорд,None
1434,Беларусь,Минск,США,Вустер,None
1435,Беларусь,Минск,США,Бангор,None
1436,Беларусь,Минск,США,Эль‑Дорадо,None
1437,Беларусь,Минск,США,Реддинг,None
1438,Беларусь,Минск,США,Гранд‑Джанкшен,None
1439,Беларусь,Минск,США,Токсук‑Бэй,None
1440,Беларусь,Минск,США,Пейдж,None
1441,Беларусь,Минск,США,Аламоса,None
1442,Беларусь,Минск,США,Беллингхем,None
1443,Беларусь,Минск,США,Аниак,None
1444,Беларусь,Минск,США,Дуранго,None
1445,Беларусь,Минск,США,Игьюгиг,None
1446,Беларусь,Минск,США,Эль‑Сентро,None
1447,Беларусь,Минск,США,Интернешнл-Фолс,None
1448,Беларусь,Минск,США,Куитлук,None
1449,Беларусь,Минск,США,Эри,None
1450,Беларусь,Минск,США,Лотон,None
1451,Беларусь,Минск,США,Ик,None
1452,Беларусь,Минск,США,Провиденс,None
1453,Беларусь,Минск,США,Амарилло,None
1454,Беларусь,Минск,США,Шишмарёв,None
1455,Беларусь,Минск,США,Сент‑Огастин,None
1456,Беларусь,Минск,США,Ньюпорт‑Ньюс,3724
1457,Беларусь,Минск,США,Декейтер,None
1458,Беларусь,Минск,США,Джексонвилл,None
1459,Беларусь,Минск,США,Бисмарк,None
1460,Беларусь,Минск,США,Райнлендер,None
1461,Беларусь,Минск,США,Валдиз,None
1462,Беларусь,Минск,США,Дулут,None
1463,Беларусь,Минск,США,Валдоста,None
1464,Беларусь,Минск,США,Дотан,None
1465,Беларусь,Минск,США,Сидар‑Рэпидс,None
1466,Беларусь,Минск,США,Норт‑Платт,None
1467,Беларусь,Минск,США,Кордова,None
1468,Беларусь,Минск,США,Илиамна,None
1469,Беларусь,Минск,США,Бирмингем,None
1470,Беларусь,Минск,США,Бьютт,None
1471,Беларусь,Минск,США,Пайлот‑Стейшен,None
1472,Беларусь,Минск,США,Чадрон,None
1473,Беларусь,Минск,США,Амблер,None
1474,Беларусь,Минск,США,Нью‑Бедфорд,None
1475,Беларусь,Минск,США,Мартас‑Винъярд,None
1476,Беларусь,Минск,США,Форт‑Юкон,None
1477,Беларусь,Минск,США,Огаста,None
1478,Беларусь,Минск,США,Якутат,None
1479,Беларусь,Минск,США,Моаб,None
1480,Беларусь,Минск,США,Бартер,None
1481,Беларусь,Минск,США,Коламбия,None
1482,Беларусь,Минск,США,Фрайдей‑Харбор,None
1483,Беларусь,Минск,США,Маскегон,None
1484,Беларусь,Минск,США,Джоплин,None
1485,Беларусь,Минск,США,Провинстаун,None
1486,Беларусь,Минск,США,Шампейн,None
1487,Беларусь,Минск,США,Галина,None
1488,Беларусь,Минск,США,Хупер‑Бэй,None
1489,Беларусь,Минск,США,Айрон‑Маунтин,None
1490,Беларусь,Минск,США,Глендайв,None
1491,Беларусь,Минск,США,Гамбелл,None
1492,Беларусь,Минск,США,Лонг‑Бич,None
1493,Беларусь,Минск,США,Морристаун,None
1494,Беларусь,Минск,США,Гринвилл,None
1495,Беларусь,Минск,США,Кинг‑Салмон,None
1496,Беларусь,Минск,США,Флинт,None
1497,Беларусь,Минск,США,Массена,None
1498,Беларусь,Минск,США,Блумингтон,None
1499,Беларусь,Минск,США,Эммонак,None
1500,Беларусь,Минск,США,Бомонт,None
1501,Беларусь,Минск,США,Линкольн,None
1502,Беларусь,Минск,США,Додж‑Сити,None
1503,Беларусь,Минск,США,Гианнис,None
1504,Беларусь,Минск,США,Стоктон,None
1505,Беларусь,Минск,США,Латроб,None
1506,Беларусь,Минск,США,Мизула,None
1507,Беларусь,Минск,США,Чефорнак,None
1508,Беларусь,Минск,США,Огаста,None
1509,Беларусь,Минск,США,Ланаи,None
1510,Беларусь,Минск,США,Макграт,None
1511,Беларусь,Минск,США,Манхэттен,None
1512,Беларусь,Минск,США,Карни,None
1513,Беларусь,Минск,США,Монтевидео,None
1514,Беларусь,Минск,США,Гурон,None
1515,Беларусь,Минск,США,Сан-Луис-Обиспо,None
1516,Беларусь,Минск,США,Теллерайд,None
1517,Беларусь,Минск,США,Сент‑Клауд,None
1518,Беларусь,Минск,США,Лайма,None
1519,Беларусь,Минск,США,Адак,None
1520,Беларусь,Минск,США,Беллвилл,None
1521,Беларусь,Минск,США,Лафейетт,None
1522,Беларусь,Минск,США,Серкл,None
1523,Беларусь,Минск,США,Тулуксак,None
1524,Беларусь,Минск,США,Бетпейдж,None
1525,Беларусь,Минск,США,Санта‑Фе,None
1526,Беларусь,Минск,США,Онтарио,None
1527,Беларусь,Минск,США,Хоторн,None
1528,Беларусь,Минск,США,Су‑Сент-Мари,None
1529,Беларусь,Минск,США,Сент‑Джордж,None
1530,Беларусь,Минск,Северный Кипр,Эрджан,536
1531,Беларусь,Минск,Индонезия,Денпасар (Бали),1572
1532,Беларусь,Минск,Индонезия,Джакарта,1587
1533,Беларусь,Минск,Индонезия,Джокьякарта,None
1534,Беларусь,Минск,Индонезия,Лабуан‑Баджо,None
1535,Беларусь,Минск,Индонезия,Прая (Ломбок),3337
1536,Беларусь,Минск,Индонезия,Купанг,None
1537,Беларусь,Минск,Индонезия,Соронг,None
1538,Беларусь,Минск,Индонезия,Паданг,4086
1539,Беларусь,Минск,Индонезия,Баликпапан,2221
1540,Беларусь,Минск,Индонезия,Макасар,None
1541,Беларусь,Минск,Индонезия,Сурабая,None
1542,Беларусь,Минск,Индонезия,Сумбава‑Бесар,None
1543,Беларусь,Минск,Индонезия,Медан,1577
1544,Беларусь,Минск,Индонезия,Тамболака,None
1545,Беларусь,Минск,Индонезия,Манадо,None
1546,Беларусь,Минск,Индонезия,Банда‑Ачех,None
1547,Беларусь,Минск,Индонезия,Энде,2362
1548,Беларусь,Минск,Индонезия,Семаранг,None
1549,Беларусь,Минск,Индонезия,Тимика,None
1550,Беларусь,Минск,Индонезия,Пеканбару,None
1551,Беларусь,Минск,Индонезия,Баубау,None
1552,Беларусь,Минск,Индонезия,Джаяпура,None
1553,Беларусь,Минск,Индонезия,Маланг,None
1554,Беларусь,Минск,Индонезия,Понтианак,None
1555,Беларусь,Минск,Индонезия,Батам,None
1556,Беларусь,Минск,Индонезия,Баньюванги,None
1557,Беларусь,Минск,Индонезия,Кетапанг,None
1558,Беларусь,Минск,Индонезия,Палембанг,None
1559,Беларусь,Минск,Индонезия,Банджармасин,None
1560,Беларусь,Минск,Индонезия,Палу,None
1561,Беларусь,Минск,Индонезия,Бандар‑Лампунг,None
1562,Беларусь,Минск,Индонезия,Танджунгпандан,None
1563,Беларусь,Минск,Индонезия,Лабуха,None
1564,Беларусь,Минск,Индонезия,Кендари,None
1565,Беларусь,Минск,Индонезия,Вайнгапу,None
1566,Беларусь,Минск,Индонезия,Джамби,None
1567,Беларусь,Минск,Индонезия,Гунунгситоли,None
1568,Беларусь,Минск,Индонезия,Амбон,None
1569,Беларусь,Минск,Индонезия,Мамуджу,None
1570,Беларусь,Минск,Индонезия,Бима,None
1571,Беларусь,Минск,Индонезия,Суракарта,None
1572,Беларусь,Минск,Индонезия,Горонтало,None
1573,Беларусь,Минск,Индонезия,Такенгон,None
1574,Беларусь,Минск,Индонезия,Лувук,None
1575,Беларусь,Минск,Индонезия,Сампит,None
1576,Беларусь,Минск,Индонезия,Таракан,None
1577,Беларусь,Минск,Индонезия,Атамбуа,None
1578,Беларусь,Минск,Индонезия,Вамена,None
1579,Беларусь,Минск,Индонезия,Алор,None
1580,Беларусь,Минск,Индонезия,Ларантука,None
1581,Беларусь,Минск,Индонезия,Танджунг‑Редеб,None
1582,Беларусь,Минск,Индонезия,Синтанг,None
1583,Беларусь,Минск,Индонезия,Бенкулу,None
1584,Беларусь,Минск,Индонезия,Каймана,None
1585,Беларусь,Минск,Индонезия,Факфак,None
1586,Беларусь,Минск,Индонезия,Танджунгпинанг,None
1587,Беларусь,Минск,Индонезия,Путуссибау,None
1588,Беларусь,Минск,Индонезия,Панкаланбун,None
1589,Беларусь,Минск,Индонезия,Маноквари,None
1590,Беларусь,Минск,Индонезия,Маумере,None
1591,Беларусь,Минск,Индонезия,Тернате,None
1592,Беларусь,Минск,Индонезия,Лхоксёмаве,None
1593,Беларусь,Минск,Индонезия,Паланкарая,None
1594,Беларусь,Минск,Индонезия,Лангур,None
1595,Беларусь,Минск,Индонезия,Панкалпинанг,None
1596,Беларусь,Минск,Индонезия,Биак,None
1597,Беларусь,Минск,Индонезия,Баджава,None
1598,Беларусь,Минск,Индонезия,Самаринда,None
1599,Беларусь,Минск,Индонезия,Бандунг,None
1600,Беларусь,Минск,Индонезия,Мерауке,None
1601,Беларусь,Минск,Индонезия,Котабару,None
1602,Беларусь,Минск,Индонезия,Сиборонг-Боронг,None
1603,Беларусь,Минск,Индонезия,Намлеа,None
1604,Беларусь,Минск,Индонезия,Джемаджа,None
1605,Беларусь,Минск,Индонезия,Саумлаки,None
1606,Беларусь,Минск,Индонезия,Питу,None
1607,Беларусь,Минск,Индонезия,Сенипах,None
1608,Беларусь,Минск,Индонезия,Мулабох,None
1609,Беларусь,Минск,Индонезия,Натуна‑Ранаи,None
1610,Беларусь,Минск,Индонезия,Леволеба,None
1611,Беларусь,Минск,Индонезия,Бату‑Личин,None
1612,Беларусь,Минск,Индонезия,Кау,None
1613,Беларусь,Минск,Индонезия,Набире,None
1614,Беларусь,Минск,Индонезия,Рутенг,None
1615,Беларусь,Минск,Индонезия,Толитоли,None
1616,Беларусь,Минск,Индонезия,Наха,None
1617,Беларусь,Минск,Индонезия,Добо,None
1618,Беларусь,Минск,Малайзия,Куала‑Лумпур,1233
1619,Беларусь,Минск,Малайзия,Лангкави,1701
1620,Беларусь,Минск,Малайзия,Пенанг,2524
1621,Беларусь,Минск,Малайзия,Куала‑Тренгану,None
1622,Беларусь,Минск,Малайзия,Кота‑Кинабалу,None
1623,Беларусь,Минск,Малайзия,Сандакан,None
1624,Беларусь,Минск,Малайзия,Джохор‑Бару,None
1625,Беларусь,Минск,Малайзия,Кота‑Бару,None
1626,Беларусь,Минск,Малайзия,Кучинг,None
1627,Беларусь,Минск,Малайзия,Мулу,None
1628,Беларусь,Минск,Малайзия,Куантан,None
1629,Беларусь,Минск,Малайзия,Тавау,None
1630,Беларусь,Минск,Малайзия,Алор‑Сетар,None
1631,Беларусь,Минск,Малайзия,Бинтулу,None
1632,Беларусь,Минск,Малайзия,Мири,None
1633,Беларусь,Минск,Малайзия,Лабуан,None
1634,Беларусь,Минск,Малайзия,Сибу,None
1635,Беларусь,Минск,Малайзия,Ипох,None
1636,Беларусь,Минск,Малайзия,Малакка,None
1637,Беларусь,Минск,Малайзия,Лавас,None
1638,Беларусь,Минск,Малайзия,Муках,None
1639,Беларусь,Минск,Малайзия,Лахад‑Дату,None
1640,Беларусь,Минск,Малайзия,Кертех,None
1641,Беларусь,Минск,Малайзия,Барио,None
1642,Беларусь,Минск,Малайзия,Маруди,None
1643,Беларусь,Минск,Малайзия,Лонг‑Серидан,None
1644,Беларусь,Минск,Малайзия,Лимбанг,None
1645,Беларусь,Минск,Малайзия,Кудат,None
1646,Беларусь,Минск,Малайзия,Лонг‑Банга,None
1647,Беларусь,Минск,Малайзия,Лонг‑Лелланг,None
1648,Беларусь,Минск,Малайзия,Бакелалан,None
1649,Беларусь,Минск,Малайзия,Сарикей,None
1650,Беларусь,Минск,Малайзия,Реданг,None
1651,Беларусь,Минск,Малайзия,Лонг‑Аках,None
1652,Беларусь,Минск,Малайзия,Тиоман,None
1653,Беларусь,Минск,Мальдивы,Мале,981
1654,Беларусь,Минск,Мальдивы,Ган,2388
1655,Беларусь,Минск,Мальдивы,Дараванду,None
1656,Беларусь,Минск,Мальдивы,Фувамула,None
1657,Беларусь,Минск,Мальдивы,Маамигили,None
1658,Беларусь,Минск,Мальдивы,Ханимаду,None
1659,Беларусь,Минск,Мальдивы,Кудахуваду,None
1660,Беларусь,Минск,Мальдивы,Маафару,None
1661,Беларусь,Минск,Туркменистан,Туркменбашы,872
1662,Беларусь,Минск,Туркменистан,Ашхабад,1279
1663,Беларусь,Минск,Туркменистан,Мары,None
1664,Беларусь,Минск,Туркменистан,Туркменабад,None
1665,Беларусь,Минск,Кипр,Ларнака,702
1666,Беларусь,Минск,Кипр,Пафос,685
1667,Беларусь,Минск,Кыргызстан,Бишкек,731
1668,Беларусь,Минск,Кыргызстан,Ош,724
1669,Беларусь,Минск,Кыргызстан,Иссык‑Куль,None
1670,Беларусь,Минск,Кыргызстан,Талас,None
1671,Беларусь,Минск,Кыргызстан,Баткен,None
1672,Беларусь,Минск,Кыргызстан,Манас,None
1673,Беларусь,Минск,Кыргызстан,Раззаков,None
1674,Беларусь,Минск,Кыргызстан,Казарман,None
1675,Беларусь,Минск,Кыргызстан,Кербен,None
1676,Беларусь,Минск,Кыргызстан,Каракол,None
1677,Беларусь,Минск,Кыргызстан,Нарын,None
